model_run_id,model_param.diffuser.D,model_param.streampower.k,relief
661d40d5-1cc1-4c27-b491-27493b564247,0.005,0.00015,459.8513610359779
44dbcd06-005c-4759-82fa-d5e9a3206b7d,0.005,0.00024736842105263154,385.62240793983216
4d47a62d-89a0-4e23-bc2c-d6031eb8cc7c,0.005,0.0003447368421052631,343.55624659201425
a7643c1f-95aa-4915-be63-c5425af795b4,0.005,0.0004421052631578947,308.30446331025
0fa76413-b0a5-451f-b0df-c5210bfcd727,0.005,0.0005394736842105263,277.42297478460586
9e759d84-eddf-458d-980f-6b6d031f9b43,0.005,0.0006368421052631579,250.70550547052693
c461e254-3e2f-4492-8412-971bd17b173e,0.005,0.0007342105263157895,227.8961168968373
e14a76cb-adcf-437b-b076-0120d6131685,0.005,0.000831578947368421,206.57184567883394
07bb7c28-020e-45d1-b7df-edfe2770e169,0.005,0.0009289473684210526,188.84737518621446
e8297b12-087d-452c-adc9-f7cb0e5f1c1d,0.005,0.0010263157894736842,173.17320671111622
4bb92e82-750d-4d5c-8c2c-81e7611ca40c,0.005,0.0011236842105263158,155.82584826805098
94363aae-b168-43a5-b6eb-65574f75d555,0.005,0.0012210526315789474,143.4119011987205
286fdc59-7a90-4410-8b3d-e8ff02aa65b8,0.005,0.001318421052631579,132.03128353441411
7f9431bf-86e7-4bea-b81f-92d3ae025d31,0.005,0.0014157894736842105,122.11064594212701
55e03921-39d9-48e0-b040-418917467ed1,0.005,0.0015131578947368421,112.88621123772367
6839978f-f2cd-4d63-9bcd-838c9dc30cb5,0.005,0.0016105263157894737,96.7437812764972
681103f8-4184-4355-a5ef-cdd7161b838c,0.005,0.0017078947368421053,89.32200213232665
4b9d763c-ad6e-4290-90a3-b762030d9ad6,0.005,0.0018052631578947369,82.80475982954451
c8b3ea3c-597b-4ab2-9a8a-f9de0ba4042b,0.005,0.0019026315789473685,76.8369751070904
4a6b4224-8204-4646-bc3c-9d851d1e7175,0.005,0.002,71.46844791642516
81b22d81-d0ec-47fd-b43e-8f2e11fa5520,0.005263157894736842,0.00015,459.01413331775825
8a694ea6-b033-49e5-ad4b-6ca0f64374ea,0.005263157894736842,0.00024736842105263154,390.92060386408684
0f4c925e-de42-4634-b177-4f2154517c41,0.005263157894736842,0.0003447368421052631,349.97846781286694
7d9b0017-7d5d-44a2-906f-4f6d1ac35746,0.005263157894736842,0.0004421052631578947,315.40718545798995
22fe19f3-cdbe-466f-8e29-dd59ccabba35,0.005263157894736842,0.0005394736842105263,285.43062834275065
e7076b9a-e58c-4e6e-b2f1-03d8266b8471,0.005263157894736842,0.0006368421052631579,258.8779900088478
22c5c767-350f-4136-a618-8ee4ae21a0ce,0.005263157894736842,0.0007342105263157895,236.17045639077008
5023236f-afd5-46d1-861c-96a00489d375,0.005263157894736842,0.000831578947368421,214.81861838137613
2a644520-4da7-4ef5-9c66-fbe5fefb843c,0.005263157894736842,0.0009289473684210526,196.5847786888088
47fdfeb0-e075-4dd4-ba9b-5668f9b9aeea,0.005263157894736842,0.0010263157894736842,180.65223417101924
eb81e2d0-a015-4698-954e-2b2e97064328,0.005263157894736842,0.0011236842105263158,163.43151835305378
7f3e6931-95aa-4082-b2fd-276593da09ad,0.005263157894736842,0.0012210526315789474,150.61123000303428
5a2aa03a-bfc8-4530-8af5-6e6577484399,0.005263157894736842,0.001318421052631579,138.97772199689163
9c1f6879-5687-48b7-b92f-c5d1e8118946,0.005263157894736842,0.0014157894736842105,128.75251876567765
